NSE Ticker,Name
SALSTEEL,S.A.L. STEEL LTD.        
SALZERELEC,SALZER ELECTRONICS LTD   
SAMAY,SAMAY PROJECT SERVICES L 
SAMBHAAV,SAMBHAAV MEDIA LTD       
SAMBHV,SAMBHV STEEL TUBES LTD   
SAMHI,SAMHI HOTELS LIMITED     
SAMMAANCAP,SAMMAAN CAPITAL LIMITED  
SAMPANN,SAMPANN UTPADAN INDIA LTD
SANATHAN,SANATHAN TEXTILES LIMITED
SANDESH,SANDESH LTD              
SANDHAR,SANDHAR TECHNOLOGIES LTD 
SANDUMA,SANDUR MANG & IRON ORES L
SANGAMIND,SANGAM (INDIA) LTD       
SANGANI,SANGANI HOSPITALS LIMITED
SANGHVIMOV,SANGHVI MOVERS LTD       
SANGINITA,SANGINITA CHEMICALS LTD  
SANOFI,SANOFI INDIA LIMITED     
SANOFICONR,SANOFI CONS HEALTHC IND L
SANSERA,SANSERA ENGINEERING LTD  
SANSTAR,SANSTAR LIMITED          
SANWARIA,SANWARIA CONSUMER LIMITED
SAPPHIRE,SAPPHIRE FOODS INDIA LTD 
SAPPL,SHREE AJIT PULP & PAPER L
SARDAEN,SARDA ENERGY & MIN LTD   
SAREGAMA,SAREGAMA INDIA LIMITED   
SARLAPOLY,SARLA PERF. FIBERS LTD   
SAROJA,SAROJA PHARMA INDUS IND L
SARTELE,SAR TELEVENTURE LIMITED  
SARVESHWAR,SARVESHWAR FOODS LIMITED 
SASKEN,SASKEN TECHNOLOGIES LTD  
SATECH,S A TECH SOFTWARE INDIA L
SATIA,SATIA INDUSTRIES LIMITED 
SATIN,SATIN CREDIT NET LTD     
SATIPOLY,SATI POLY PLAST LIMITED  
SATKARTAR,SAT KARTAR LIFE LIMITED  
SATTVAENGG,SATTVA ENGINEERING CSTN L
SAURASHCEM,SAURASHTRA CEMENT LIMITED
SAVY,SAVY INFRA AND LOGI LTD  
SAWALIYA,SAWALIYA FOOD PRODUCTS L 
SAYAJIHOTL,SAYAJI HOTELS LTD.       
SBC,SBC EXPORTS LIMITED      
SBCL,SHIVALIK BIMETAL CON. LTD
SBFC,SBFC FINANCE LIMITED     
SBGLP,SURATWWALA BUS GROUP LTD 
SBICARD,SBI CARDS & PAY SER LTD  
SBIFUNDS,SBI FUNDS MANAGEMENT LTD 
SBILIFE,SBI LIFE INSURANCE CO LTD
SBIN,STATE BANK OF INDIA      
SCANSTL,SCAN STEELS LTD.         
SCHAEFFLER,SCHAEFFLER INDIA LIMITED 
SCHAND,S CHAND AND COMPANY LTD  
SCHNEIDER,SCHNEIDER ELECTRIC INFRA 
SCI,SHIPPING CORP OF INDIA LT
SCILAL,SHIPPING CORP OF ILA LTD 
SCML,SHARP CHUCKS N MACHINES L
SCODATUBES,SCODA TUBES LIMITED      
SCPL,SHEETAL COOL PRODUCTS LTD
SDBL,SOM DIST & BREW LTD      
SDREAMS,S D RETAIL LIMITED       
SEAMECLTD,SEAMEC LIMITED           
SECMARK,SECMARK CONSULTANCY LTD  
SECURKLOUD,SECUREKLOUD TECH LIMITED 
SEDEMAC,SEDEMAC MECHATRONICS LTD 
SEIL,SHANTI EDU INITIATIVES L 
SEITINVIT,SUSTAINABLE ENERGY INFRA 
SEJALLTD,SEJAL GLASS LIMITED      
SEL,SUNGARNER ENERGIES LTD   
SELLOWRAP,SELLOWRAP INDUSTRIES LTD 
SELMC,SEL MANUFACTURING CO LTD 
SEMAC,SEMAC CONSTRUCTION LTD   
SENCO,SENCO GOLD LIMITED       
SENORES,SENORES PHARMACEUTICALS L
SEPC,SEPC LIMITED             
SERVICE,SERVICE CARE LIMITED     
SERVOTECH,SERVOTECH REN POW SYS LTD
SESHAPAPER,SESHASAYEE PAPER & BOARDS
SETCO,SETCO AUTOMOTIVE LTD     
SETL,STANDARD ENGNG TCNLGY LTD
SETUINFRA,SETUBANDHAN INFRA LTD    
SEYAIND,SEYA INDUSTRIES LIMITED  
SFL,SHEELA FOAM LIMITED      
SFML,SUPREME FACILITY MGMT LTD
SGFIN,SG FINSERVE LIMITED      
SGIL,SYNERGY GREEN IND. LTD   
SGL,STL GLOBAL LIMITED       
SGMART,SG MART LIMITED          
SHADOWFAX,SHADOWFAX TECHNOLOGIES L 
SHAH,SHAH METACORP LIMITED    
SHAHALLOYS,SHAH ALLOYS LIMITED      
SHAILY,SHAILY ENG PLASTICS LTD  
SHAIVAL,SHAIVAL REALITY LIMITED  
SHAKTIPUMP,SHAKTI PUMPS (I) LTD     
SHALBY,SHALBY LIMITED           
SHALPAINTS,SHALIM PAINTS LTD        
SHANKARA,SHANKARA BLDG PRODUCT LTD
SHANTHALA,SHANTHALA FMCG PRODUCTS L
SHANTI,SHANTI OVERSEAS INDIA LTD
SHANTI-RE,SHANTI GOLD INTL LTD     
SHANTIGEAR,SHANTHI GEARS LTD        
SHANTIGOLD,SHANTI GOLD INTERNATION L
SHARDACROP,SHARDA CROPCHEM LTD.     
SHARDAMOTR,SHARDA MOTOR INDS LTD    
SHARDUL,SHARDUL SECURITIES LTD.  
SHAREINDIA,SHARE IND. SECURITIES LTD
SHBAJRG,SHRI BAJRANG ALLIANCE L  
SHEEL,SHEEL BIOTECH LIMITED    
SHEETAL,SHEETAL UNIVERSAL LIMITED
SHEKHAWATI,SHEKHAWATI INDUSTRIES LTD
SHEMAROO,SHEMAROO ENTER. LTD.     
SHERA,SHERA ENERGY LIMITED     
SHETHJI,SHREEJI GLOBAL FMCG LTD  
SHIGAN,SHIGAN QUANTUM TECH LTD  
SHILCTECH,SHILCHAR TECHNOLOGIES LTD
SHILPAMED,SHILPA MEDICARE LTD      
SHINDL,SHARAT INDUSTRIES LTD.   
SHIVALIK,SHIVALIK RASAYAN LIMITED 
SHIVAMAUTO,SHIVAM AUTO.LTD          
SHIVAMILLS,SHIVA MILLS LIMITED      
SHIVASHRIT,SHIVASHRIT FOODS LIMITED 
SHIVATEX,SHIVA TEXYARN LIMITED    
SHIVAUM,SHIV AUM STEELS LIMITED  
SHK,S H KELKAR AND CO. LTD.  
SHKSIL,SHRI HARE-KRI SPO IRON L 
SHOPERSTOP,SHOPPERS STOP LIMITED    
SHRADHA,SHRADHA REALTY LIMITED   
SHREDIGCEM,SHREE DIGVIJAY CEM CO LTD
SHREECEM,SHREE CEMENT LIMITED     
SHREEDHAR,SHREEDHAR SPINNERS LTD   
SHREEJISPG,SHREEJI SHIPPING GLOBAL L
SHREEKARNI,SHREE KARNI FABCOM LTD   
SHREEOSFM,SHREE OSFM E-MOBILITY LTD
SHREEPUSHK,SHRE PUSH CHEM & FERT LTD
SHREERAMA,SHREE RAMA MULTI TECH LTD
SHREMINVIT,SHREM INVIT              
SHRENIK,SHRENIK LIMITED          
SHREYANIND,SHREYANS INDUSTRIES LTD  
SHRIAHIMSA,SHRI AHIMSA NATURALS LTD 
SHRIKANHA,SHRI KANHA STAINLESS LTD 
SHRIKRISH,SHRI KRISHNA DEVCON LTD. 
SHRINGARMS,SHRINGAR HOU OF MANGALS L
SHRIPISTON,SPR AUTO TECHNOLOGIES LTD
SHRIRAMFIN,SHRIRAM FINANCE LIMITED  
SHRIRAMPPS,SHRIRAM PROPERTIES LTD   
SHRITECH,SHRI TECHTEX LIMITED     
SHUBHLAXMI,SHUBHLAXMI JEWEL ART LTD 
SHUBHSHREE,SHUBHSHREE BIOFUELS ENE L
SHUKRAPHAR,SHUKRA PHARMACEUTICALS L 
SHYAMCENT,SHYAM CENTURY FERROUS LTD
SHYAMDHANI,SHYAM DHANI INDUSTRIES L 
SHYAMMETL,SHYAM METALICS AND ENGY L
SHYAMTEL,SHYAM TELECOM LIMITED    
SICAGEN,SICAGEN INDIA LIMITED    
SICALLOG,SICAL LOGISTICS LIMITED  
SIDDHICOTS,SIDDHI COTSPIN LIMITED   
SIDDHIKA,SIDDHIKA COATINGS LIMITED
SIEMENS,SIEMENS LTD              
SIGACHI,SIGACHI INDUSTRIES LTD   
SIGIND,SIGNET INDUSTRIES LIMITED
SIGMA,SIGMA SOLVE LIMITED      
SIGMAADV,SIGMA ADVANCED SYSTEM LTD
SIGNATURE,SIGNATUREGLOBAL INDIA LTD
SIGNORIA,SIGNORIA CREATION LIMITED
SIGNPOST,SIGNPOST INDIA LIMITED   
SIKA,SIKA INTERPLANT SYSTEMS L
SIKKO,SIKKO INDUSTRIES LIMITED 
SIL,STANDARD INDUSTRIES LTD. 
SILGO,SILGO RETAIL LIMITED     
SILINV,SIL INVESTMENTS LIMITED  
SILKFLEX,SILKFLEX POLYMERS INDIA L
SILKY,SILKY OVERSEAS LIMITED   
SILLYMONKS,SILLY MONKS ENTERTAIN LTD
SILVERTUC,SILVER TOUCH TECHNO LTD  
SIMBHALS,SIMBHAOLI SUGARS LTD.    
SIMCA,SIMCA ADVERTISING LIMITED
SIMPLEXINF,SIMPLEX INFRASTRUCTURES L
SINCLAIR,SINCLAIRS HOTELS LIMITED 
SINDHUTRAD,SINDHU TRADE LINKS LTD   
SINGERIND,SINGER INDIA LIMITED     
SINTERCOM,SINTERCOM INDIA LIMITED  
SIRCA,SIRCA PAINT INDIA LIMITED
SIS,SIS LIMITED              
SITINET,SITI NETWORKS LIMITED    
SIYSIL,SIYARAM SILK MILLS LTD   
SJLOGISTIC,S J LOGISTICS (INDIA) LTD
SJS,SJS ENTERPRISES LIMITED  
SJVN,SJVN LTD                 
SKFINDIA,SKF INDIA LTD            
SKFINDUS,SKF IND (INDUSTRIAL) LTD 
SKIPPER,SKIPPER LIMITED          
SKMEGGPROD,SKM EGG PROD EXPORT(I) LT
SKP,SKP BEARING INDUSTRI. LTD
SKYGOLD,SKY GOLD AND DIAMONDS LTD
SLONE,SLONE INFOSYSTEMS LIMITED
SMARTEN,SMARTEN POWER SYSTEMS LTD
SMARTLINK,SMARTLINK HOLDINGS LTD   
SMARTWORKS,SMARTWORKS COWORKING SP L
SMCGLOBAL,SMC GLOBAL SECURITIES LTD
SMLMAH,SML MAHINDRA LIMITED     
SMLT,SARTHAK METALS LIMITED   
SMSPHARMA,SMS PHARMACEUTICALS LTD. 
SMVD,SMVD POLY PACK LIMITED   
SNEHAA,SNEHAA ORGANICS LIMITED  
SNOWMAN,SNOWMAN LOGISTICS LTD.   
SOBHA,SOBHA LIMITED            
SOCL,SUNDREX OIL COMPANY LTD  
SOFTTECH,SOFTTECH ENGINEERS LTD   
SOLARA,SOLARA ACTIVE PHA SCI LTD
SOLARINDS,SOLAR INDUSTRIES (I) LTD 
SOLARWORLD,SOLARWORLD ENERGY SOL LTD
SOLEX,SOLEX ENERGY LIMITED     
SOMANYCERA,SOMANY CERAMICS LIMITED  
SOMATEX,SOMA TEXTILES & INDUST LT
SOMICONVEY,SOMI CONVEYOR BELT. LTD. 
SONACOMS,SONA BLW PRECISION FRGS L
SONAL,SONAL MERCANTILE LTD.    
SONAMAC,SONA MACHINERY LIMITED   
SONAMLTD,SONAM LIMITED            
SONATSOFTW,SONATA SOFTWARE LTD      
SONUINFRA,SONU INFRATECH LIMITED   
SOTAC,SOTAC PHARMACEUTICALS LTD
SOTL,SAVITA OIL TECHNOLO. LTD 
SOUTHBANK,THE SOUTH INDIAN BANK LTD
SOUTHWEST,SOUTH WEST PINNACLE LTD  
SPAL,S. P. APPARELS LIMITED   
SPANDANA,SPANDANA SPHOORTY FIN LTD
SPARC,SUN PHARMA ADV.RES.CO.LTD
SPCENET,SPACENET ENTERS IND LTD  
SPCL,SHIVALIC POWER CONTROL L 
SPCON,SRINIBAS PRADHAN CONST L 
SPEB,SPEB ADHESIVES LIMITED   
SPECIALITY,SPECIALITY REST LTD      
SPECTRUM,SPECTRUM ELECTRIC IND LTD
SPECTSTM,SPECTRUM TALENT MGMT LTD 
SPENCERS,SPENCER S RETAIL LIMITED 
SPIC,SPIC LTD                 
SPLIL,SPL INDUSTRIES LIMITED   
SPLPETRO,SUPREME PETROCHEM LIMITED
SPMLINFRA,SPML INFRA LIMITED       
SPORTKING,SPORTKING INDIA LIMITED  
SPPPOLY,SPP POLYMER LIMITED      
SPRL,SP REFRACTORIES LIMITED  
SPUNWEB,SPUNWEB NONWOVEN LIMITED 
SRD,SHANKAR LAL RAMPAL LTD   
SREEL,SREELEATHERS LIMITED     
SRF,SRF LTD                  
SRGHFL,SRG HOUSING FINANCE L    
SRHHYPOLTD,SREE RAYALSEEMA HHP LTD. 
SRIVASAVI,SRIVASAVI ADHESIVE TAPE L
SRM,SRM CONTRACTORS LIMITED  
SRTL,SHREE RAM TWISTEX LIMITED
SSDL,SARASWATI SAREE DEPOT LTD
SSEGL,SATHLOKHAR SYN E&C GLOB L
SSFL,SRIVARI SPICES N FOODS L 
SSWL,STEEL STRIPS WHEELS LTD. 
STALLION,STALLION IND FLUOROCHEM L
STANLEY,STANLEY LIFESTYLES LTD   
STAR,STRIDES PHARMA SCI LTD   
STARCEMENT,STAR CEMENT LIMITED      
STARHEALTH,STAR HEALTH & AL INS CO L
STARPAPER,STAR PAPER MILLS LTD     
STARTECK,STARTECK FINANCE LIMITED 
STCINDIA,THE STATE TRADING CORPN  
STEELCAS,STEELCAST LIMITED        
STEELCITY,STEEL CITY SECURITIES LTD
STEELXIND,STEEL EXCHANGE INDIA LTD 
STEL,STEL HOLDINGS LIMITED    
STERTOOLS,STERLING TOOLS LIMITED   
STLNETWORK,STL NETWORKS LIMITED     
STLTECH,STERLITE TECHNOLOGIES LTD
STOVEKRAFT,STOVE KRAFT LIMITED      
STRIDERS,STRIDERS IMPEX LIMITED   
STUDDS,STUDDS ACCESSORIES LTD   
STUDIOLSD,STUDIO LSD LIMITED       
STYL,SESHAASAI TECHNOLOGIES L 
STYLAMIND,STYLAM INDUSTRIES LIMITED
STYLEBAAZA,BAAZAR STYLE RETAIL LTD  
STYRENIX,STYRENIX PERFORMANCE LTD 
SUBAHOTELS,SUBA HOTELS LIMITED      
SUBEXLTD,SUBEX LTD                
SUBROS,SUBROS LIMITED           
SUDARCOLOR,SUDARSHAN COLORNT IND LTD
SUDARSCHEM,SUDARSHAN CHEMICAL INDS L
SUDEEPPHRM,SUDEEP PHARMA LIMITED    
SUKHJITS,SUKHJIT STARCH & CHEM LTD
SULA,SULA VINEYARDS LIMITED   
SUMEETINDS,SUMEET IND LIMITED       
SUMICHEM,SUMITOMO CHEM INDIA LTD  
SUMIT,SUMIT WOODS LIMITED      
SUMMITSEC,SUMMIT SECURITIES LTD    
SUNCLAY,SUNDARAM CLAYTON LIMITED 
SUNDARAM,SUNDARAM MULTI PAP LTD   
SUNDARMFIN,SUNDARAM FINANCE LTD     
SUNDRMBRAK,SUNDARAMBRAKE LININGS LTD
SUNDRMFAST,SUNDRAM FASTENERS LTD    
SUNDROP,SUNDROP BRANDS LIMITED   
SUNFLAG,SUNFLAG IRON AND STEEL CO
SUNLITE,SUNLITE RECYCLING IND LTD
SUNPHARMA,SUN PHARMACEUTICAL IND L 
SUNREST,SUNREST LIFESCIENCE LTD  
SUNTECH,SUNTECH INFRA SOLUTIONS L
SUNTECK,SUNTECK REALTY LIMITED   
SUNTV,SUN TV NETWORK LIMITED   
SUPERHOUSE,SUPERHOUSE LIMITED       
SUPERSPIN,SUPER SPINNING MILLS LTD 
SUPRAJIT,SUPRAJIT ENGINEERING LTD 
SUPREME,SUPREME HOLDIN N HOSP I L
SUPREMEENG,SUPREME ENGINEERING LTD  
SUPREMEIND,SUPREME INDUSTRIES LTD   
SUPREMEINF,SUPREME INFRA. LTD.      
SUPREMEPWR,SUPREME POWER EQUIPMENT L
SUPRIYA,SUPRIYA LIFESCIENCE LTD  
SURAJEST,SURAJ ESTATE DEVELOPERS L
SURAJLTD,SURAJ LIMITED            
SURAKSHA,SURAKSHA DIAGNOSTIC LTD  
SURANASOL,SURANA SOLAR LIMITED     
SURANAT&P,SURANA TELECOM AND POW LT
SURANI,SURANI STEEL TUBES LTD.  
SURYALA,SURYALATA SPINNING MILL L
SURYALAXMI,SURYALAKSHMI COT MIL LTD 
SURYAROSNI,SURYA ROSHNI LTD         
SURYODAY,SURYODAY SMALL FIN BK LTD
SUTLEJTEX,SUTLEJ TEXT & INDUS LTD  
SUVEN,SUVEN LIFE SCIENCES LTD  
SUVIDHAA,SUVIDHAA INFOSERVE LTD   
SUYOG,SUYOG TELEMATICS LIMITED 
SUZLON,SUZLON ENERGY LIMITED    
SVLL,SHREE VASU LOGISTICS LTD 
SVPGLOB,SVP GLOBAL TEXTILES LTD  
SWANCORP,SWAN CORP LIMITED        
SWANDEF,SWAN DEFENCE N HEVY IND L
SWARAJ,SWARAJ SUITING LIMITED   
SWARAJENG,SWARAJ ENGINES LTD       
SWASTIK,SWASTIK PIPE LIMITED     
SWELECTES,SWELECT ENERGY SYS LTD   
SWIGGY,SWIGGY LIMITED           
SWSOLAR,STRLNG & WIL REN ENE LTD 
SYLVANPLY,SYLVAN PLYBOARD (INDIA) L
SYMPHONY,SYMPHONY LIMITED         
SYNCOMF,SYNCOM FORMU (I) LTD     
SYNGENE,SYNGENE INTERNATIONAL LTD
SYNOPTICS,SYNOPTICS TECHNOLOGIES L 
SYRMA,SYRMA SGS TECHNOLOGY LTD 
SYSTANGO,SYSTANGO TECHNOLOGIES LTD
SYSTMTXC,SYSTEMATIX CORP SERVICE L
TAALTECH,TAAL TECH LTD.           
TAC,TAC INFOSEC LIMITED      
TAINWALCHM,TAINWALA CHEMICAL AND PLA
TAJGVK,TAJ GVK HOTELS & RESORTS 
TAKE,TAKE LIMITED             
TALBROAUTO,TALBROS AUTO. COMP. LTD  
TAMBOLIIN,TAMBOLI INDUSTRIES LTD.  
TANKUP,TANKUP ENGINEERS LIMITED 
TANLA,TANLA PLATFORMS LIMITED  
TAPIFRUIT,TAPI FRUIT PROCESSING LTD
TARACHAND,TARA CHAND INFRA SOLN LTD
TARAPUR,TARAPUR TRANSFORMERS LTD 
TARC,TARC LIMITED             
TARIL,TRANS & RECTI. LTD       
TARMAT,TARMAT LIMITED           
TARSONS,TARSONS PRODUCTS LIMITED 
TASTYBITE,TASTY BITE EATABLES LTD  
TATACAP,TATA CAPITAL LIMITED     
TATACHEM,TATA CHEMICALS LTD       
TATACOMM,TATA COMMUNICATIONS LTD  
TATACONSUM,TATA CONSUMER PRODUCT LTD
TATAELXSI,TATA ELXSI LIMITED       
TATAINVEST,TATA INVESTMENT CORP LTD 
TATAPOWER,TATA POWER CO LTD        
TATASTEEL,TATA STEEL LIMITED       
TATATECH,TATA TECHNOLOGIES LIMITED
TATVA,TATVA CHIN PHARM CHEM LTD
TAURIAN,TAURIAN MPS LIMITED      
TBI,TBI CORN LIMITED         
TBOTEK,TBO TEK LIMITED          
TBZ,TRIB BHIMJI ZAVERI LTD   
TCC,TCC CONCEPT LIMITED      
TCI,TRANSPORT CORPN OF INDIA 
TCIEXP,TCI EXPRESS LIMITED      
TCIFINANCE,TCIFINANCELTD-ROLL SETT  
TCL,THAAI CASTING LIMITED    
TCPLPACK,TCPL PACKAGING LIMITED   
TCS,TATA CONSULTANCY SERV LT 
TDPOWERSYS,TD POWER SYSTEMS LTD.    
TEAMGTY,TEAM INDIA GUARANTY LTD  
TEAMLEASE,TEAMLEASE SERVICES LTD.  
TEAMTECH,TEAMTECH FORMWORK SOL LTD
TECHD,TECHD CYBERSECURITY LTD  
TECHERA,TECHERA ENGINEER (IND) L 
TECHLABS,TRIDENT TECHLABS LIMITED 
TECHM,TECH MAHINDRA LIMITED    
TECHNOCRAF,TECHNOCRAFT VENTURES LTD 
TECHNOE,TECHNO ELEC & ENG CO. LTD
TECHNVISN,TECHNVISION VENTURES LTD.
TECILCHEM,TECIL CHEMICALS          
TEGA,TEGA INDUSTRIES LIMITED  
TEJA,TEJA ENGINEERING IND L   
TEJASCARGO,TEJAS CARGO INDIA LIMITED
TEJASNET,TEJAS NETWORKS LIMITED   
TEMBO,TEMBO GLOBAL IND LTD     
TENNIND,TENNECO CLEAN AIR INDIA L
TERASOFT,TERA SOFTWARE LIMITED    
TEXINFRA,TEXMACO INFRA & HOLDG LTD
TEXMOPIPES,TEXMO PIPE & PRODUCTS LTD
TEXRAIL,TEXMACO RAIL & ENG. LTD. 
TFCILTD,TOURISM FINANCE CORP. OF 
TFL,TRANSWARRANTY FIN. LTD.  
TGBHOTELS,TGB BANQUETS&HOTELS LTD  
TGL,TEERTH GOPICON LIMITED   
THACKER,THACKER & CO. LTD.       
THAKDEV,THAKKERS DEVELOPERS LTD. 
THANGAMAYL,THANGAMAYIL JEWELLERY LTD
THEINVEST,THE INVEST TRUST OF IND L
THEJO,THEJO ENGINEERING LIMITED
THELEELA,LEELA PALACES HOTEL LTD  
THEMISMED,THEMIS MEDICARE LTD.     
THERMAX,THERMAX LTD              
THESL,THINKING HATS ENTER SOL L
THOMASCOOK,THOMAS COOK (INDIA) LTD  
THOMASCOTT,THOMAS SCOTT (INDIA) LTD 
THYROCARE,THYROCARE TECH LTD       
TI,TILAKNAGAR INDUSTRIES LTD
TICL,TWAMEV CONS AND INFRA LTD
TIGERLOGS,TIGER LOGISTICS (INDIA) L
TIIL,TECHNOCRAFT IND LTD      
TIINDIA,TUBE INVEST OF INDIA LTD 
TIJARIA,TIJARIA POLYPIPES LTD    
TIL,TIL LTD                  
TIMESCAN,TIMESCAN LOGISTICS IND L 
TIMETECHNO,TIME TECHNOPLAST LTD.    
TIMEX,TIMEX GROUP INDIA LTD.   
TIMKEN,TIMKEN INDIA LTD.        
TINNARUBR,TINNA RUBBER AND INFR LTD
TIPSFILMS,TIPS FILMS LIMITED       
TIPSMUSIC,TIPS MUSIC LIMITED       
TIRUMALCHM,THIRUMALAI CHEMICALS LTD 
TIRUPATI,SHREE TIRUPATI BALAJEE   
TIRUPATIFL,TIRUPATI FORGE LIMITED   
TITAGARH,TITAGARH RAIL SYSTEMS LTD
TITAN,TITAN COMPANY LIMITED    
TMB,TAMILNAD MERCA BANK LTD  
TMCV,TATA MOTORS LIMITED      
TMPV,TATA MOTORS PASS VEH LTD 
TNPETRO,TAMILNADU PETROPRODUCTS L
TNPL,TAMILNADU NEWSPRT & PAPER
TNTELE,TAMILNADU TELECOMMUNICATI
TOKYOPLAST,TOKYO PLAST INTL LTD     
TOLINS,TOLINS TYRES LIMITED     
TORNTPHARM,TORRENT PHARMACEUTICALS L
TORNTPOWER,TORRENT POWER LTD        
TOTAL,TOTAL TRANSPORT SYS LTD  
TOUCHWOOD,TOUCHWOOD ENTERTAIN LTD. 
TPHQ,TEAMO PRODUCTIONS HQ LTD 
TPLPLASTEH,TPL PLASTECH LIMITED     
TRACXN,TRACXN TECHNOLOGIES LTD  
TRANSPEK,TRANSPEK INDUSTRIES LTD  
TRANSRAILL,TRANSRAIL LIGHTING LTD   
TRANSTEEL,TRANSTEEL SEATING TECH L 
TRANSWIND,TRANSWIND INFRA LIMITED  
TRANSWORLD,TRANSWORLD SHIP LINES LTD
TRAVELFOOD,TRAVEL FOOD SERVICES LTD 
TREEHOUSE,TREE HOUSE EDU LTD       
TREJHARA,TREJHARA SOLUTIONS LTD   
TREL,TRANSINDIA REAL ESTATE L 
TRENT,TRENT LTD                
TRF,TRF LIMITED              
TRIDENT,TRIDENT LIMITED          
TRIDHYA,TRIDHYA TECH LIMITED     
TRIGYN,TRIGYN TECHNOLOGIES LTD  
TRITURBINE,TRIVENI TURBINE LIMITED  
TRIVENI,TRIVENI ENGG. & INDS. LTD
TROM,TROM INDUSTRIES LIMITED  
TRU,TRUCAP FINANCE LIMITED   
TRUALT,TRUALT BIOENERGY LIMITED 
TRUST,TRUST FINTECH LIMITED    
TSC,TSC INDIA LIMITED        
TSFINV,TSF INVESTMENTS LIMITED  
TTKHLTCARE,TTK HEALTHCARE LIMITED   
TTKPRESTIG,TTK PRESTIGE LTD         
TTL,T T LIMITED              
TTML,TATA TELESERV(MAHARASTRA)
TUNWAL,TUNWAL E-MOTORS LIMITED  
TURTLEMINT,TURTLEMINT FINTECH SOLS L
TVSELECT,TVS ELECTRONICS LTD      
TVSHLTD,TVS HOLDINGS LIMITED     
TVSINVIT,TVS INFRASTRUCTURE TRUST 
TVSMOTOR,TVS MOTOR COMPANY  LTD   
TVSSCS,TVS SUPPLY CHAIN SOL L   
TVSSRICHAK,TVS SRICHAKRA LIMITED    
TVTODAY,TV TODAY NETWORK LTD     
TVVISION,TV VISION LIMITED        
UBL,UNITED BREWERIES LTD     
UCAL,UCAL LIMITED             
UCL,USHANTI COLOUR CHEM LTD  
UCOBANK,UCO BANK                 
UDS,UPDATER SERVICES LIMITED 
UEL,UJAAS ENERGY LIMITED     
UFBL,UNITED FOODBRANDS LIMITED
UFLEX,UFLEX LIMITED            
UFO,UFO MOVIEZ INDIA LTD.    
UGARSUGAR,THE UGAR SUGAR WORKS LTD 
UGROCAP,UGRO CAPITAL LIMITED     
UHTL,UNITED HEAT TRANSFER LTD 
UJJIVANSFB,UJJIVAN SMALL FINANC BANK
ULTRACEMCO,ULTRATECH CEMENT LIMITED 
ULTRAMAR,ULTRAMARINE & PIGMENTS L 
UMA,UMA CONVERTER LIMITED    
UMAEXPORTS,UMA EXPORTS LIMITED      
UMESLTD,USHA MARTIN EDU & SOL LTD
UMIYA-MRO,UMIYA BUILDCON LIMITED   
UNICHEMLAB,UNICHEM LABORATORIES LTD 
UNIDT,UNITED DRILLING TOOLS LTD
UNIECOM,UNICOMMERCE ESOLUTIONS L 
UNIENTER,UNIPHOS ENTERPRISES LTD  
UNIHEALTH,UNIHEALTH HOSPITALS LTD  
UNIINFO,UNIINFO TELECOM SERVI LTD
UNILEX,UNILEX COLOURS AND CHEM L
UNIMECH,UNIMECH AEROSPACE N MFG L
UNIONBANK,UNION BANK OF INDIA      
UNIPARTS,UNIPARTS INDIA LIMITED   
UNITDSPR,UNITED SPIRITS LIMITED   
UNITECH,UNITECH LTD              
UNITEDPOLY,UNITED POLYFAB GUJ. LTD. 
UNITEDTEA,UNITED NILGIRI TEA LTD   
UNIVASTU,UNIVASTU INDIA LIMITED   
UNIVCABLES,UNIVERSAL CABLES LTD     
UNIVPHOTO,UNIVERSUS IMAGINGS LTD   
UNOMINDA,UNO MINDA LIMITED        
UPL,UPL LIMITED              
URAVIDEF,URAVI DEFENCE &TECH LTD  
URBAN,URBAN ENVIRO WASTE MGMT L
URBANCO,URBAN COMPANY LIMITED    
URJA,URJA GLOBAL LIMITED      
USASEEDS,UPSURGE SEEDS OF AGRI LTD
USHAFIN,USHA FINANCIAL SERVICES L
USHAMART,USHA MARTIN LTD.         
USK,UDAYSHIVAKUMAR INFRA LTD 
UTIAMC,UTI ASSET MNGMT CO LTD   
UTKAL,UTKAL SPEC INDUS INDIA L 
UTKARSHBNK,UTKARSH SMALL FIN BANK L 
UTLSOLAR,FUJIYAMA POWER SYSTEMS L 
UTSSAV,UTSSAV CZ GOLD JEWELS LTD
UTTAMSUGAR,UTTAM SUGAR MILLS LTD.   
UWCSL,ULTRA WIRING CONN SYS LTD
UYFINCORP,U. Y. FINCORP LIMITED    
V2RETAIL,V2 RETAIL LIMITED        
VADILALIND,VADILAL INDUSTRIES LTD   
VAIBHAVGBL,VAIBHAV GLOBAL LIMITED   
VAISHALI,VAISHALI PHARMA LIMITED  
VAKRANGEE,VAKRANGEE LIMITED        
VALIANTLAB,VALIANT LABORATORIES LTD 
VALIANTORG,VALIANT ORGANICS LIMITED 
VALUE360,VALUE 360 COMMUNICATION L
VAML,VEDANTA ALUMINIUM METAL L
VARDHACRLC,VARDHAMAN ACRYLICS LTD   
VARDMNPOLY,VARDHMAN POLYTEX LTD.    
VARROC,VARROC ENGINEERING LTD.  
VASA,VASA RETAIL & OVERSEA LTD
VASCONEQ,VASCON ENGINEERS LTD     
VASWANI,VASWANI IND LTD          
VBL,VARUN BEVERAGES LIMITED  
VCL,VAXTEX COTFAB LIMITED    
